Booking_ID,no_of_adults,no_of_children,total_people,no_of_weekend_nights,no_of_week_nights,total_nights,lead_time,avg_price_per_room,booking_status
INN15501,2,0,2,0,1,1,49,109.80000305175781,Not_Canceled
INN15502,2,0,2,0,1,1,11,130.0,Canceled
INN15503,2,1,3,1,2,3,46,102.5999984741211,Not_Canceled
INN15504,2,0,2,0,3,3,34,224.6699981689453,Canceled
INN15505,2,0,2,0,4,4,270,80.0,Not_Canceled
INN15506,1,0,1,0,3,3,5,67.0,Not_Canceled
INN15507,3,0,3,1,2,3,158,107.0999984741211,Canceled
INN15508,2,0,2,0,1,1,36,116.0999984741211,Not_Canceled
INN15509,3,0,3,2,5,7,129,151.83999633789062,Not_Canceled
INN15510,2,0,2,2,2,4,30,139.27999877929688,Canceled
INN15511,2,0,2,2,1,3,2,94.5,Canceled
INN15512,1,0,1,1,0,1,0,95.0,Not_Canceled
INN15513,2,0,2,0,3,3,44,75.0,Not_Canceled
INN15514,1,0,1,1,2,3,57,75.33000183105469,Not_Canceled
INN15515,2,0,2,2,1,3,28,105.80000305175781,Canceled
INN15516,2,0,2,0,1,1,107,79.19999694824219,Canceled
INN15517,2,0,2,0,2,2,2,150.0,Not_Canceled
INN15518,2,0,2,0,4,4,15,116.0,Not_Canceled
INN15519,2,0,2,1,2,3,163,126.9000015258789,Canceled
INN15520,3,0,3,2,1,3,19,191.0,Canceled
INN15521,3,0,3,2,1,3,38,151.47000122070312,Canceled
INN15522,1,0,1,2,1,3,23,87.0,Not_Canceled
INN15523,2,0,2,2,5,7,56,82.44999694824219,Canceled
INN15524,1,0,1,1,0,1,2,75.0,Not_Canceled
INN15525,2,0,2,1,0,1,44,99.0999984741211,Not_Canceled
INN15526,2,0,2,0,1,1,155,118.80000305175781,Canceled
INN15527,2,0,2,0,3,3,27,93.0,Not_Canceled
INN15528,1,0,1,0,1,1,5,65.0,Not_Canceled
INN15529,2,0,2,0,1,1,88,70.0,Canceled
INN15530,2,0,2,1,1,2,159,70.0,Not_Canceled
INN15531,1,0,1,2,1,3,4,143.3300018310547,Not_Canceled
INN15532,3,0,3,0,2,2,55,159.3000030517578,Canceled
INN15533,1,2,3,2,8,10,3,199.39999389648438,Canceled
INN15534,2,0,2,0,1,1,100,90.9000015258789,Canceled
INN15535,2,0,2,1,1,2,91,116.0999984741211,Canceled
INN15536,1,0,1,0,1,1,119,110.0,Not_Canceled
INN15537,2,0,2,0,3,3,99,140.39999389648438,Not_Canceled
INN15538,2,0,2,1,1,2,216,86.62999725341797,Canceled
INN15539,2,0,2,0,1,1,9,140.0,Not_Canceled
INN15540,2,0,2,2,2,4,1,145.5,Not_Canceled
INN15541,2,0,2,2,4,6,83,82.44999694824219,Not_Canceled
INN15542,2,0,2,0,2,2,72,120.5999984741211,Not_Canceled
INN15543,2,0,2,2,1,3,29,81.19999694824219,Canceled
INN15544,2,0,2,2,3,5,304,65.5999984741211,Not_Canceled
INN15545,2,0,2,2,1,3,46,126.9000015258789,Not_Canceled
INN15546,2,0,2,0,4,4,19,58.0,Not_Canceled
INN15547,1,0,1,0,2,2,4,104.0,Not_Canceled
INN15548,2,1,3,0,4,4,133,123.25,Canceled
INN15549,2,0,2,0,1,1,1,138.0,Not_Canceled
INN15550,2,0,2,0,2,2,122,85.0,Not_Canceled
INN15551,2,0,2,0,4,4,14,110.80000305175781,Not_Canceled
INN15552,1,0,1,0,1,1,8,120.0,Not_Canceled
INN15553,1,0,1,0,1,1,99,81.0,Not_Canceled
INN15554,2,0,2,1,0,1,0,75.0,Not_Canceled
INN15555,2,0,2,1,1,2,92,85.5,Not_Canceled
INN15556,2,0,2,0,3,3,2,77.0,Canceled
INN15557,1,0,1,1,0,1,111,120.0,Canceled
INN15558,1,0,1,0,1,1,0,129.0,Not_Canceled
INN15559,2,0,2,1,5,6,126,88.68000030517578,Not_Canceled
INN15560,1,0,1,2,4,6,245,110.0,Canceled
INN15561,2,0,2,1,1,2,5,118.0,Not_Canceled
INN15562,1,0,1,1,1,2,0,65.0,Not_Canceled
INN15563,1,0,1,1,0,1,20,100.0999984741211,Not_Canceled
INN15564,1,0,1,0,2,2,88,71.0,Not_Canceled
INN15565,2,0,2,0,4,4,35,95.4000015258789,Not_Canceled
INN15566,2,0,2,2,2,4,117,89.25,Not_Canceled
INN15567,1,0,1,0,1,1,15,81.0,Not_Canceled
INN15568,2,0,2,0,2,2,35,157.5,Not_Canceled
INN15569,2,0,2,2,0,2,11,81.0,Not_Canceled
INN15570,2,0,2,1,1,2,301,115.0,Canceled
INN15571,2,0,2,1,2,3,3,64.0,Not_Canceled
INN15572,2,0,2,1,1,2,89,104.0,Not_Canceled
INN15573,1,0,1,1,1,2,159,65.0,Not_Canceled
INN15574,2,0,2,0,3,3,279,110.0,Canceled
INN15575,1,0,1,0,2,2,188,130.0,Canceled
INN15576,2,0,2,0,3,3,18,12.0,Not_Canceled
INN15577,2,1,3,2,6,8,127,101.12999725341797,Not_Canceled
INN15578,2,0,2,1,4,5,60,120.5999984741211,Canceled
INN15579,2,0,2,1,3,4,104,88.4000015258789,Not_Canceled
INN15580,2,0,2,1,2,3,24,72.80000305175781,Canceled
INN15581,1,0,1,2,5,7,122,68.0,Not_Canceled
INN15582,2,0,2,2,4,6,172,99.44999694824219,Not_Canceled
INN15583,2,0,2,2,1,3,55,60.0,Not_Canceled
INN15584,3,0,3,2,1,3,62,159.3000030517578,Canceled
INN15585,2,0,2,0,2,2,74,93.5999984741211,Canceled
INN15586,2,0,2,0,1,1,5,134.10000610351562,Canceled
INN15587,2,0,2,1,0,1,81,85.0,Canceled
INN15588,2,0,2,0,1,1,8,0.0,Not_Canceled
INN15589,2,0,2,1,1,2,17,60.0,Not_Canceled
INN15590,2,0,2,0,1,1,0,84.0,Not_Canceled
INN15591,1,0,1,2,1,3,1,60.0,Canceled
INN15592,2,0,2,0,2,2,308,52.0,Canceled
INN15593,1,0,1,2,2,4,163,100.0,Canceled
INN15594,2,1,3,1,3,4,72,116.2699966430664,Not_Canceled
INN15595,1,0,1,0,2,2,64,130.0,Not_Canceled
INN15596,2,0,2,0,2,2,128,100.29000091552734,Not_Canceled
INN15597,2,0,2,2,3,5,276,61.0,Canceled
INN15598,2,0,2,1,1,2,159,70.0,Not_Canceled
INN15599,2,2,4,0,2,2,111,262.70001220703125,Canceled
INN15600,1,0,1,0,2,2,16,76.0,Not_Canceled
INN15601,2,0,2,1,4,5,275,90.0,Canceled
INN15602,2,0,2,1,2,3,42,174.25,Not_Canceled
INN15603,1,0,1,0,1,1,13,93.80000305175781,Not_Canceled
INN15604,3,0,3,2,5,7,96,141.55999755859375,Not_Canceled
INN15605,2,0,2,1,2,3,163,119.69999694824219,Canceled
INN15606,2,0,2,2,0,2,87,85.5,Canceled
INN15607,3,0,3,2,2,4,145,134.3000030517578,Not_Canceled
INN15608,3,0,3,2,2,4,94,119.0,Not_Canceled
INN15609,2,0,2,0,1,1,0,96.0,Not_Canceled
INN15610,2,0,2,1,1,2,301,115.0,Canceled
INN15611,2,0,2,0,2,2,0,135.5,Not_Canceled
INN15612,2,0,2,0,4,4,55,56.939998626708984,Not_Canceled
INN15613,2,0,2,0,1,1,30,125.0999984741211,Not_Canceled
INN15614,2,0,2,2,1,3,91,133.1999969482422,Not_Canceled
INN15615,2,0,2,2,2,4,61,63.58000183105469,Not_Canceled
INN15616,2,0,2,1,2,3,168,85.0,Canceled
INN15617,2,0,2,1,2,3,8,154.3300018310547,Not_Canceled
INN15618,2,0,2,0,1,1,4,165.0,Not_Canceled
INN15619,2,0,2,0,1,1,19,77.0,Not_Canceled
INN15620,2,0,2,0,2,2,64,149.39999389648438,Not_Canceled
INN15621,2,0,2,0,2,2,245,75.0,Canceled
INN15622,2,0,2,2,5,7,192,99.44999694824219,Canceled
INN15623,2,0,2,0,2,2,74,101.5,Not_Canceled
INN15624,1,1,2,0,2,2,84,80.0999984741211,Not_Canceled
INN15625,2,2,4,2,1,3,28,219.0,Canceled
INN15626,2,0,2,2,5,7,13,59.33000183105469,Not_Canceled
INN15627,1,0,1,0,1,1,22,65.0,Not_Canceled
INN15628,2,0,2,0,3,3,122,94.5,Not_Canceled
INN15629,2,0,2,2,3,5,25,65.0,Not_Canceled
INN15630,2,0,2,2,2,4,6,95.0,Not_Canceled
INN15631,2,0,2,0,3,3,118,118.80000305175781,Not_Canceled
INN15632,2,0,2,2,2,4,99,65.0,Canceled
INN15633,2,0,2,0,1,1,8,130.0,Not_Canceled
INN15634,2,0,2,1,3,4,63,88.4000015258789,Not_Canceled
INN15635,1,0,1,0,3,3,73,149.39999389648438,Not_Canceled
INN15636,2,0,2,1,1,2,6,164.5,Not_Canceled
INN15637,2,0,2,2,1,3,32,126.9000015258789,Not_Canceled
INN15638,1,0,1,2,1,3,2,72.5,Not_Canceled
INN15639,2,0,2,2,5,7,21,88.4000015258789,Not_Canceled
INN15640,3,0,3,1,3,4,64,115.5999984741211,Not_Canceled
INN15641,2,0,2,2,1,3,0,98.0999984741211,Not_Canceled
INN15642,2,0,2,2,2,4,41,85.5,Not_Canceled
INN15643,2,0,2,0,1,1,8,119.0,Not_Canceled
INN15644,2,0,2,2,1,3,150,0.0,Not_Canceled
INN15645,3,0,3,0,3,3,12,133.3300018310547,Not_Canceled
INN15646,2,1,3,1,4,5,93,134.10000610351562,Canceled
INN15647,2,0,2,1,3,4,60,65.0,Not_Canceled
INN15648,2,0,2,0,3,3,48,104.4000015258789,Not_Canceled
INN15649,2,0,2,2,4,6,209,66.52999877929688,Not_Canceled
INN15650,2,0,2,1,4,5,133,106.0,Not_Canceled
INN15651,2,0,2,2,3,5,256,100.75,Canceled
INN15652,2,1,3,1,3,4,83,90.31999969482422,Not_Canceled
INN15653,2,0,2,2,1,3,145,65.0,Not_Canceled
INN15654,2,0,2,0,4,4,100,140.0,Not_Canceled
INN15655,2,0,2,2,3,5,12,129.0,Not_Canceled
INN15656,3,0,3,0,2,2,67,105.0,Not_Canceled
INN15657,2,0,2,0,5,5,222,70.55000305175781,Not_Canceled
INN15658,1,0,1,0,3,3,7,77.5,Not_Canceled
INN15659,2,0,2,0,4,4,171,95.19999694824219,Not_Canceled
INN15660,2,0,2,0,2,2,42,81.9000015258789,Not_Canceled
INN15661,2,0,2,2,0,2,18,107.0,Not_Canceled
INN15662,1,0,1,0,1,1,25,75.19999694824219,Not_Canceled
INN15663,2,0,2,0,1,1,0,120.0,Not_Canceled
INN15664,2,1,3,2,2,4,100,130.5,Not_Canceled
INN15665,2,0,2,0,3,3,186,64.55999755859375,Canceled
INN15666,2,0,2,0,3,3,80,68.0,Not_Canceled
INN15667,2,0,2,2,4,6,75,88.4000015258789,Not_Canceled
INN15668,2,0,2,1,2,3,418,75.0,Canceled
INN15669,2,0,2,0,2,2,89,135.89999389648438,Canceled
INN15670,2,0,2,1,2,3,0,79.0,Not_Canceled
INN15671,1,0,1,0,1,1,1,66.69999694824219,Not_Canceled
INN15672,2,0,2,0,2,2,26,104.0,Canceled
INN15673,1,0,1,2,1,3,17,38.0,Not_Canceled
INN15674,2,0,2,1,5,6,123,143.10000610351562,Canceled
INN15675,3,0,3,1,2,3,32,168.3000030517578,Canceled
INN15676,2,0,2,0,1,1,0,90.0,Not_Canceled
INN15677,1,0,1,2,1,3,39,73.5999984741211,Not_Canceled
INN15678,2,0,2,0,1,1,18,80.8499984741211,Not_Canceled
INN15679,2,0,2,1,0,1,70,127.80000305175781,Canceled
INN15680,1,0,1,0,2,2,32,73.0,Not_Canceled
INN15681,2,0,2,0,1,1,100,108.0,Canceled
INN15682,2,0,2,0,2,2,346,115.0,Canceled
INN15683,2,0,2,0,2,2,41,140.39999389648438,Canceled
INN15684,2,0,2,1,2,3,14,111.33000183105469,Not_Canceled
INN15685,2,0,2,0,4,4,33,55.59000015258789,Not_Canceled
INN15686,1,0,1,1,0,1,3,67.0,Not_Canceled
INN15687,2,0,2,0,1,1,8,130.0,Not_Canceled
INN15688,3,0,3,0,3,3,232,110.69999694824219,Canceled
INN15689,2,0,2,4,7,11,51,71.22000122070312,Not_Canceled
INN15690,2,0,2,2,2,4,76,90.94999694824219,Not_Canceled
INN15691,1,0,1,0,2,2,0,95.0,Not_Canceled
INN15692,2,0,2,0,3,3,104,75.0,Not_Canceled
INN15693,1,0,1,0,2,2,164,100.0,Not_Canceled
INN15694,2,0,2,2,2,4,97,74.80000305175781,Canceled
INN15695,1,0,1,1,1,2,301,90.0,Not_Canceled
INN15696,2,1,3,2,1,3,52,107.0,Not_Canceled
INN15697,1,0,1,0,2,2,6,0.0,Not_Canceled
INN15698,2,0,2,0,2,2,1,77.70999908447266,Not_Canceled
INN15699,2,0,2,0,2,2,107,130.0,Not_Canceled
INN15700,1,0,1,2,0,2,13,115.0,Canceled
INN15701,1,0,1,1,0,1,7,65.0,Not_Canceled
INN15702,2,0,2,0,3,3,0,149.0,Not_Canceled
INN15703,1,0,1,0,3,3,151,80.0,Not_Canceled
INN15704,2,0,2,1,4,5,19,102.0,Not_Canceled
INN15705,2,0,2,0,3,3,10,93.0,Canceled
INN15706,2,0,2,1,2,3,309,101.0,Canceled
INN15707,2,0,2,2,4,6,125,76.5,Canceled
INN15708,1,0,1,0,3,3,151,80.0,Not_Canceled
INN15709,1,0,1,0,3,3,1,78.0,Not_Canceled
INN15710,2,0,2,2,3,5,8,133.60000610351562,Not_Canceled
INN15711,2,0,2,0,1,1,2,89.0,Not_Canceled
INN15712,2,0,2,0,4,4,270,62.79999923706055,Canceled
INN15713,2,0,2,2,4,6,4,80.19999694824219,Not_Canceled
INN15714,2,0,2,2,1,3,17,87.0,Not_Canceled
INN15715,2,0,2,0,1,1,10,139.0,Canceled
INN15716,2,0,2,1,3,4,85,85.0,Not_Canceled
INN15717,3,0,3,1,4,5,117,159.3000030517578,Canceled
INN15718,2,0,2,0,3,3,2,121.0,Not_Canceled
INN15719,2,0,2,2,1,3,12,171.3300018310547,Not_Canceled
INN15720,2,2,4,0,4,4,77,198.89999389648438,Not_Canceled
INN15721,2,0,2,2,5,7,88,54.630001068115234,Not_Canceled
INN15722,2,0,2,2,1,3,238,86.69999694824219,Canceled
INN15723,1,0,1,0,1,1,4,100.0,Not_Canceled
INN15724,2,0,2,1,3,4,212,129.64999389648438,Canceled
INN15725,3,0,3,0,4,4,95,119.0,Not_Canceled
INN15726,2,0,2,1,1,2,48,144.89999389648438,Not_Canceled
INN15727,2,0,2,0,3,3,240,85.5,Canceled
INN15728,2,0,2,0,2,2,107,90.0,Not_Canceled
INN15729,2,0,2,0,4,4,61,74.80000305175781,Canceled
INN15730,1,0,1,2,0,2,47,127.0,Canceled
INN15731,2,0,2,0,1,1,1,129.0,Not_Canceled
INN15732,3,0,3,1,1,2,87,135.27000427246094,Not_Canceled
INN15733,2,0,2,0,2,2,39,101.5,Not_Canceled
INN15734,2,0,2,0,2,2,6,110.0,Not_Canceled
INN15735,2,0,2,0,3,3,27,113.0,Not_Canceled
INN15736,2,0,2,0,3,3,184,69.9000015258789,Canceled
INN15737,2,0,2,2,2,4,193,95.19999694824219,Canceled
INN15738,2,0,2,0,2,2,31,67.5,Canceled
INN15739,2,0,2,0,4,4,253,90.0,Canceled
INN15740,2,0,2,2,3,5,171,92.81999969482422,Canceled
INN15741,2,0,2,0,1,1,0,158.0,Canceled
INN15742,1,0,1,0,2,2,188,130.0,Canceled
INN15743,2,0,2,1,3,4,13,52.5,Not_Canceled
INN15744,2,0,2,0,1,1,122,105.30000305175781,Canceled
INN15745,1,0,1,0,1,1,3,80.0,Canceled
INN15746,2,0,2,2,2,4,230,119.8499984741211,Canceled
INN15747,2,0,2,2,3,5,294,82.11000061035156,Not_Canceled
INN15748,2,0,2,0,3,3,95,81.5,Not_Canceled
INN15749,2,0,2,0,2,2,12,147.0,Not_Canceled
INN15750,2,0,2,0,1,1,0,155.0,Not_Canceled
INN15751,3,0,3,0,3,3,79,105.0,Not_Canceled
INN15752,2,0,2,0,1,1,0,114.0,Not_Canceled
INN15753,1,0,1,0,1,1,0,66.0,Not_Canceled
INN15754,2,0,2,2,5,7,77,76.5,Canceled
INN15755,1,0,1,1,3,4,51,90.0,Canceled
INN15756,3,0,3,0,2,2,69,137.6999969482422,Not_Canceled
INN15757,2,0,2,2,1,3,2,94.5,Canceled
INN15758,2,0,2,2,1,3,124,114.30000305175781,Canceled
INN15759,2,0,2,0,2,2,265,115.0,Canceled
INN15760,2,0,2,1,2,3,224,65.0,Not_Canceled
INN15761,2,0,2,1,2,3,207,95.0,Not_Canceled
INN15762,2,0,2,2,1,3,192,105.30000305175781,Canceled
INN15763,2,1,3,1,4,5,64,119.16999816894531,Not_Canceled
INN15764,2,1,3,2,4,6,64,115.02999877929688,Not_Canceled
INN15765,2,0,2,2,2,4,1,90.0,Not_Canceled
INN15766,1,0,1,0,2,2,32,143.27999877929688,Canceled
INN15767,2,0,2,0,2,2,20,174.0,Not_Canceled
INN15768,2,0,2,0,2,2,23,148.0,Not_Canceled
INN15769,2,0,2,1,2,3,14,145.6699981689453,Not_Canceled
INN15770,2,0,2,0,2,2,211,100.0,Canceled
INN15771,2,0,2,2,1,3,1,51.5,Not_Canceled
INN15772,2,0,2,1,2,3,101,80.0,Canceled
INN15773,2,1,3,2,5,7,259,73.41000366210938,Not_Canceled
INN15774,2,0,2,0,3,3,19,90.0,Not_Canceled
INN15775,2,0,2,2,3,5,54,85.0,Canceled
INN15776,2,0,2,0,4,4,54,60.0,Not_Canceled
INN15777,2,0,2,1,0,1,49,93.1500015258789,Canceled
INN15778,2,0,2,0,2,2,18,93.0,Not_Canceled
INN15779,2,0,2,2,2,4,204,72.75,Not_Canceled
INN15780,2,0,2,1,0,1,286,90.0,Canceled
INN15781,2,0,2,0,2,2,2,120.0,Not_Canceled
INN15782,2,2,4,1,3,4,195,158.9499969482422,Canceled
INN15783,2,0,2,1,0,1,65,87.0,Not_Canceled
INN15784,2,0,2,2,5,7,176,112.19999694824219,Canceled
INN15785,2,0,2,1,2,3,105,110.0,Canceled
INN15786,1,0,1,1,2,3,36,109.0,Not_Canceled
INN15787,2,0,2,0,2,2,180,85.5,Canceled
INN15788,2,0,2,0,3,3,111,96.66999816894531,Not_Canceled
INN15789,1,0,1,0,1,1,9,0.0,Not_Canceled
INN15790,2,0,2,0,2,2,2,72.25,Not_Canceled
INN15791,1,0,1,0,1,1,8,40.0,Not_Canceled
INN15792,1,0,1,0,1,1,2,110.0,Not_Canceled
INN15793,2,0,2,2,1,3,27,66.0,Not_Canceled
INN15794,2,0,2,0,2,2,265,115.0,Canceled
INN15795,1,0,1,0,2,2,14,100.0,Not_Canceled
INN15796,2,0,2,0,2,2,14,167.1999969482422,Not_Canceled
INN15797,2,0,2,0,1,1,23,140.39999389648438,Canceled
INN15798,2,0,2,1,2,3,5,90.0,Not_Canceled
INN15799,1,0,1,0,2,2,6,66.0,Not_Canceled
INN15800,2,0,2,1,2,3,309,101.0,Canceled
INN15801,2,0,2,0,1,1,43,99.19999694824219,Not_Canceled
INN15802,1,0,1,2,1,3,145,72.5,Not_Canceled
INN15803,1,0,1,1,0,1,5,65.0,Not_Canceled
INN15804,2,0,2,1,3,4,100,136.0,Not_Canceled
INN15805,2,0,2,2,0,2,30,110.97000122070312,Canceled
INN15806,2,0,2,0,2,2,14,142.0,Not_Canceled
INN15807,2,0,2,0,2,2,45,71.0999984741211,Canceled
INN15808,2,0,2,2,2,4,1,96.30000305175781,Not_Canceled
INN15809,2,0,2,1,3,4,107,87.66999816894531,Not_Canceled
INN15810,2,0,2,2,1,3,117,94.5,Canceled
INN15811,1,0,1,0,1,1,20,67.0,Not_Canceled
INN15812,3,0,3,1,4,5,77,159.3000030517578,Not_Canceled
INN15813,1,0,1,2,0,2,386,90.0,Not_Canceled
INN15814,2,0,2,0,2,2,265,115.0,Canceled
INN15815,1,0,1,0,3,3,335,80.0,Not_Canceled
INN15816,2,0,2,0,1,1,221,96.0,Not_Canceled
INN15817,3,0,3,2,5,7,70,167.4499969482422,Not_Canceled
INN15818,1,0,1,2,7,9,35,79.19999694824219,Canceled
INN15819,2,0,2,1,2,3,6,95.33000183105469,Not_Canceled
INN15820,3,0,3,1,0,1,71,151.1999969482422,Not_Canceled
INN15821,1,0,1,2,4,6,107,46.630001068115234,Not_Canceled
INN15822,2,0,2,2,0,2,11,116.0,Canceled
INN15823,2,0,2,2,5,7,44,66.29000091552734,Not_Canceled
INN15824,2,0,2,0,4,4,30,96.9000015258789,Canceled
INN15825,2,0,2,1,4,5,72,79.55999755859375,Not_Canceled
INN15826,2,0,2,0,4,4,123,107.94999694824219,Canceled
INN15827,3,0,3,2,5,7,134,132.47999572753906,Canceled
INN15828,2,0,2,1,4,5,19,111.4000015258789,Canceled
INN15829,2,0,2,0,4,4,115,77.18000030517578,Not_Canceled
INN15830,2,0,2,0,2,2,5,149.0,Not_Canceled
INN15831,1,0,1,2,3,5,61,155.52000427246094,Not_Canceled
INN15832,2,0,2,0,2,2,53,88.0,Not_Canceled
INN15833,1,0,1,0,3,3,12,130.0,Not_Canceled
INN15834,1,0,1,0,1,1,2,89.0,Not_Canceled
INN15835,1,0,1,0,1,1,0,65.0,Not_Canceled
INN15836,1,0,1,0,3,3,13,73.0,Not_Canceled
INN15837,2,0,2,0,2,2,104,105.30000305175781,Not_Canceled
INN15838,2,0,2,0,2,2,119,114.30000305175781,Not_Canceled
INN15839,1,0,1,2,2,4,81,146.60000610351562,Not_Canceled
INN15840,2,0,2,0,1,1,162,96.30000305175781,Canceled
INN15841,1,0,1,0,1,1,1,116.0,Not_Canceled
INN15842,2,0,2,1,3,4,32,101.02999877929688,Canceled
INN15843,2,0,2,2,1,3,35,85.0,Not_Canceled
INN15844,2,0,2,0,2,2,2,177.5,Not_Canceled
INN15845,2,0,2,1,3,4,282,115.5999984741211,Not_Canceled
INN15846,1,0,1,0,1,1,2,67.0,Not_Canceled
INN15847,2,0,2,1,1,2,46,107.0999984741211,Canceled
INN15848,2,0,2,1,0,1,2,109.0,Not_Canceled
INN15849,2,0,2,0,3,3,96,114.30000305175781,Not_Canceled
INN15850,2,0,2,0,3,3,304,89.0,Canceled
INN15851,1,0,1,2,3,5,38,157.13999938964844,Canceled
INN15852,2,0,2,0,2,2,30,140.0,Not_Canceled
INN15853,1,0,1,2,5,7,15,65.19999694824219,Not_Canceled
INN15854,2,0,2,2,2,4,2,80.75,Not_Canceled
INN15855,2,0,2,0,1,1,105,75.0,Canceled
INN15856,2,0,2,2,3,5,3,146.39999389648438,Not_Canceled
INN15857,3,0,3,0,2,2,141,115.61000061035156,Not_Canceled
INN15858,1,0,1,2,1,3,76,94.0,Not_Canceled
INN15859,3,0,3,2,1,3,41,168.3000030517578,Not_Canceled
INN15860,2,0,2,2,2,4,131,86.9000015258789,Not_Canceled
INN15861,1,0,1,0,2,2,57,139.5,Canceled
INN15862,3,0,3,2,1,3,67,128.6999969482422,Canceled
INN15863,2,0,2,2,2,4,40,125.0999984741211,Not_Canceled
INN15864,2,0,2,0,2,2,132,79.19999694824219,Not_Canceled
INN15865,2,0,2,2,4,6,120,129.60000610351562,Canceled
INN15866,1,0,1,0,1,1,7,67.0,Not_Canceled
INN15867,2,0,2,1,2,3,9,159.0,Not_Canceled
INN15868,2,2,4,0,1,1,116,202.74000549316406,Canceled
INN15869,2,0,2,2,1,3,14,38.66999816894531,Not_Canceled
INN15870,3,0,3,2,2,4,10,172.0,Not_Canceled
INN15871,2,0,2,2,3,5,24,85.0,Not_Canceled
INN15872,1,0,1,0,1,1,15,81.0,Not_Canceled
INN15873,2,0,2,0,4,4,296,117.0,Canceled
INN15874,2,0,2,2,0,2,15,109.0,Not_Canceled
INN15875,2,0,2,0,2,2,377,115.0,Canceled
INN15876,3,0,3,2,3,5,77,100.83999633789062,Not_Canceled
INN15877,2,0,2,1,4,5,26,87.0,Not_Canceled
INN15878,2,0,2,0,2,2,29,152.0,Not_Canceled
INN15879,3,0,3,1,1,2,6,152.0,Canceled
INN15880,2,0,2,0,2,2,17,88.0,Canceled
INN15881,1,0,1,0,2,2,14,134.75,Not_Canceled
INN15882,1,0,1,2,3,5,137,117.30000305175781,Not_Canceled
INN15883,2,0,2,0,3,3,209,98.0999984741211,Canceled
INN15884,2,0,2,1,2,3,305,89.0,Canceled
INN15885,3,0,3,0,4,4,74,168.3000030517578,Not_Canceled
INN15886,1,0,1,0,1,1,0,140.0,Not_Canceled
INN15887,2,1,3,0,2,2,44,100.0,Not_Canceled
INN15888,2,0,2,2,5,7,85,97.0199966430664,Not_Canceled
INN15889,2,0,2,0,3,3,112,94.80999755859375,Not_Canceled
INN15890,2,0,2,2,0,2,35,107.0999984741211,Not_Canceled
INN15891,2,0,2,0,4,4,147,101.69999694824219,Canceled
INN15892,2,0,2,0,2,2,70,75.0,Not_Canceled
INN15893,1,0,1,1,0,1,10,65.0,Not_Canceled
INN15894,2,0,2,0,2,2,320,115.0,Canceled
INN15895,3,0,3,2,2,4,103,119.0,Canceled
INN15896,2,0,2,2,1,3,172,82.44999694824219,Not_Canceled
INN15897,2,0,2,2,2,4,73,80.75,Not_Canceled
INN15898,1,0,1,0,3,3,151,80.0,Not_Canceled
INN15899,1,0,1,0,1,1,7,103.0,Not_Canceled
INN15900,2,0,2,0,2,2,30,140.0,Not_Canceled
INN15901,2,0,2,0,4,4,270,80.0,Not_Canceled
INN15902,2,0,2,1,5,6,0,170.0,Not_Canceled
INN15903,2,0,2,0,2,2,17,87.0,Not_Canceled
INN15904,2,0,2,1,3,4,66,118.80000305175781,Not_Canceled
INN15905,2,0,2,1,3,4,66,179.10000610351562,Not_Canceled
INN15906,2,0,2,0,2,2,265,115.0,Canceled
INN15907,2,0,2,0,2,2,377,115.0,Canceled
INN15908,2,0,2,0,1,1,105,75.0,Canceled
INN15909,2,0,2,2,1,3,117,55.0,Not_Canceled
INN15910,2,0,2,0,1,1,0,207.0,Not_Canceled
INN15911,2,0,2,2,1,3,131,94.5,Not_Canceled
INN15912,2,2,4,4,7,11,16,133.60000610351562,Not_Canceled
INN15913,1,0,1,2,3,5,115,75.0,Not_Canceled
INN15914,2,2,4,2,2,4,31,237.75,Not_Canceled
INN15915,1,0,1,1,2,3,14,120.0,Not_Canceled
INN15916,1,0,1,0,1,1,12,89.0,Canceled
INN15917,2,0,2,0,1,1,46,79.19999694824219,Canceled
INN15918,2,0,2,0,2,2,102,109.0,Not_Canceled
INN15919,2,0,2,2,4,6,66,85.0,Not_Canceled
INN15920,1,0,1,0,5,5,28,74.80000305175781,Canceled
INN15921,3,0,3,2,6,8,132,96.9000015258789,Not_Canceled
INN15922,2,0,2,0,4,4,204,76.5,Not_Canceled
INN15923,2,0,2,1,2,3,61,79.19999694824219,Canceled
INN15924,2,1,3,1,2,3,68,136.3000030517578,Not_Canceled
INN15925,2,0,2,0,3,3,172,109.80000305175781,Canceled
INN15926,1,0,1,0,2,2,192,95.0,Not_Canceled
INN15927,2,0,2,0,4,4,16,68.0,Not_Canceled
INN15928,2,0,2,0,1,1,56,120.0,Not_Canceled
INN15929,2,0,2,2,1,3,108,79.19999694824219,Canceled
INN15930,2,2,4,0,4,4,21,175.9499969482422,Not_Canceled
INN15931,2,0,2,0,3,3,122,68.0,Not_Canceled
INN15932,2,0,2,2,1,3,57,103.80000305175781,Not_Canceled
INN15933,1,0,1,0,2,2,102,80.0,Canceled
INN15934,1,0,1,0,3,3,151,70.0,Not_Canceled
INN15935,2,0,2,0,2,2,273,109.0,Canceled
INN15936,1,0,1,0,1,1,37,116.0999984741211,Canceled
INN15937,2,0,2,0,3,3,12,65.0,Not_Canceled
INN15938,2,0,2,1,2,3,256,76.66999816894531,Not_Canceled
INN15939,2,0,2,2,3,5,60,84.44999694824219,Not_Canceled
